"IMAGE	MEDICINE_NAME	GENERIC_NAME	DISEASE	DESCRIPTION",,
"179.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"180.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"181.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"182.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"183.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"184.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"185.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"186.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"187.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"188.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"189.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"190.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"191.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"192.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"193.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"194.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"195.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"196.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"197.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"198.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"199.png	Atrizin	Cetirizine Hydrochloride	allergic conditions	Atrizin contains Cetirizine Hydrochloride for allergic conditions. It blocks histamine H1 receptors to relieve allergy symptoms.",,
"200.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"201.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"202.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"203.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"204.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"205.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"206.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"207.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"208.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"209.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"210.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"211.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"212.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"213.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"214.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"215.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"216.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"217.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"218.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"219.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"220.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"221.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"222.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"223.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"224.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"225.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"226.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"227.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"228.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"229.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"230.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"231.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"232.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"233.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"234.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"235.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"236.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"237.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"238.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"239.png	Axodin	Fexofenadine Hydrochloride	allergic conditions	Axodin contains Fexofenadine Hydrochloride for allergic conditions. It is a non-sedating antihistamine for allergy relief.",,
"240.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"241.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"242.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"243.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"244.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"245.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"246.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"247.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"248.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"249.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"250.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"251.png	Azithrocin	Azithromycin Dihydrate	Bacterial Infection	Azithrocin contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
